loss,val_loss,learning_rate
0.905533492565155,0.6789594292640686,9.999999974752427e-07
0.46521663665771484,0.31073126196861267,9.999999974752427e-07
0.2423664778470993,0.19200409948825836,9.999999974752427e-07
0.17171204090118408,0.1574585884809494,9.999999974752427e-07
0.14879417419433594,0.14305172860622406,9.999999974752427e-07
0.1382930427789688,0.13503532111644745,9.999999974752427e-07
0.1322576254606247,0.13042262196540833,9.999999974752427e-07
0.1281489133834839,0.1271701455116272,9.999999974752427e-07
0.1250828206539154,0.12498439848423004,9.999999974752427e-07
0.12276601046323776,0.12229736149311066,9.999999974752427e-07
0.12083971500396729,0.12065255641937256,9.999999974752427e-07
0.11906623095273972,0.11910037696361542,9.999999974752427e-07
0.1174154058098793,0.11766862869262695,9.999999974752427e-07
0.11623965948820114,0.11676891148090363,9.999999974752427e-07
0.11491746455430984,0.11509966105222702,9.999999974752427e-07
0.1138915941119194,0.11407677084207535,9.999999974752427e-07
0.11316373944282532,0.1133788451552391,9.999999974752427e-07
0.11236665397882462,0.11257299035787582,9.999999974752427e-07
0.11181534081697464,0.11228857934474945,9.999999974752427e-07
0.11119350790977478,0.11163061112165451,9.999999974752427e-07
0.11087401211261749,0.11199846118688583,9.999999974752427e-07
0.11056499183177948,0.11173789203166962,9.999999974752427e-07
0.11014709621667862,0.11076484620571136,9.999999974752427e-07
0.1099357157945633,0.11056658625602722,9.999999974752427e-07
0.10972601920366287,0.11041639745235443,9.999999974752427e-07
0.10957666486501694,0.11029083281755447,9.999999974752427e-07
0.10948017984628677,0.11020828783512115,9.999999974752427e-07
0.10928139090538025,0.11062213778495789,9.999999974752427e-07
0.1091974526643753,0.11073105782270432,9.999999974752427e-07
0.10903213173151016,0.10985743999481201,4.999999987376214e-07
0.10904830694198608,0.10996617376804352,4.999999987376214e-07
0.10890217125415802,0.11003657430410385,4.999999987376214e-07
0.10876719653606415,0.10981027781963348,4.999999987376214e-07
0.10871154069900513,0.10977385193109512,2.499999993688107e-07
0.10876359045505524,0.10968822240829468,2.499999993688107e-07
0.1086399257183075,0.10963476449251175,2.499999993688107e-07
0.10874386876821518,0.10964780300855637,2.499999993688107e-07
0.10863647609949112,0.10964389890432358,2.499999993688107e-07
0.10871069133281708,0.10971043258905411,1.2499999968440534e-07
0.10863348096609116,0.10975341498851776,1.2499999968440534e-07
0.1085721030831337,0.10961190611124039,1.2499999968440534e-07
0.1085629090666771,0.10959353297948837,6.249999984220267e-08
0.10844312608242035,0.10958651453256607,6.249999984220267e-08
0.10862567275762558,0.10959818214178085,6.249999984220267e-08
0.10860518366098404,0.10957841575145721,6.249999984220267e-08
0.10854150354862213,0.10959001630544662,6.249999984220267e-08
0.10844164341688156,0.10960561037063599,3.1249999921101335e-08
0.10847082734107971,0.10961556434631348,3.1249999921101335e-08
0.10852397978305817,0.10959802567958832,3.1249999921101335e-08
0.1084814965724945,0.10959767550230026,1.5624999960550667e-08
0.1083909273147583,0.10959197580814362,1.5624999960550667e-08
0.10853160172700882,0.1095953956246376,1.5624999960550667e-08
0.10853200405836105,0.1096145287156105,7.812499980275334e-09
0.10846782475709915,0.10960263758897781,7.812499980275334e-09
0.10845066606998444,0.10961734503507614,7.812499980275334e-09
0.10846259444952011,0.10961802303791046,3.906249990137667e-09
0.10857856273651123,0.10961640626192093,3.906249990137667e-09
0.10847634077072144,0.10961475968360901,3.906249990137667e-09
0.10857339203357697,0.10961508750915527,1.9531249950688334e-09
0.1085454523563385,0.10961554199457169,1.9531249950688334e-09
0.10855618119239807,0.10961589962244034,1.9531249950688334e-09
0.108483225107193,0.1096159890294075,9.765624975344167e-10
0.10849723219871521,0.10961628705263138,9.765624975344167e-10
0.10845816135406494,0.10961639881134033,9.765624975344167e-10
0.1085524708032608,0.10961645096540451,4.882812487672084e-10
0.10848899185657501,0.10961650311946869,4.882812487672084e-10
0.10833698511123657,0.10961640626192093,4.882812487672084e-10
