"BehaviorSpace results (NetLogo 6.3.0)"
"farming_climate_change.nlogo"
"RCP-experiment-single-org"
"11/25/2024 11:31:33:580 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","64","0","64"
"[run number]","max-alt-cost-coeff","SLRrate","green-org","starting-temp","look-ahead-blue","dev-discount-red","time-btw-buy-blue","blue-org","run-time","profit-threshold-red","sell-bonus-red","dev-discount-blue","time-btw-buy-red","dev-discount-green","max-base-cost","time-btw-buy-green","look-ahead-green","profit-threshold-blue","profit-threshold-green","look-ahead-red","max-altitude","sell-bonus-blue","sell-bonus-green","red-org","min-base-cost","[step]","sum [money] of farm-orgs with [org-color = red]","sum [farm-agri-output] of farms with [color = red]","farm-coordinates","current-step"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","117","191039.05255520507","355.1906189573654","[[42 1] [46 62] [50 35] [27 20] [50 58] [50 54] [44 17] [55 11]]","117"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","118","194589.62748446304","355.05749292579577","[[44 17] [46 62] [27 20] [50 54] [50 35] [42 1] [50 58] [55 11]]","118"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","119","198138.87125486843","354.9243770405401","[[50 35] [27 20] [46 62] [50 54] [50 58] [55 11] [42 1] [44 17]]","119"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","120","201686.7839678403","354.7912712971887","[[55 11] [46 62] [50 54] [44 17] [50 35] [50 58] [27 20] [42 1]]","120"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","121","200100.94700475363","396.4326629758218","[[42 1] [55 11] [38 62] [50 58] [50 54] [50 35] [46 62] [44 17] [27 20]]","121"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","122","204063.79769573198","396.2850690978355","[[42 1] [50 35] [44 17] [38 62] [27 20] [46 62] [50 54] [50 58] [55 11]]","122"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","123","208025.17256129376","396.1374865561773","[[27 20] [50 58] [44 17] [50 54] [38 62] [42 1] [46 62] [50 35] [55 11]]","123"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","124","211985.07171475308","395.98991534593205","[[50 35] [46 62] [38 62] [50 58] [44 17] [55 11] [50 54] [42 1] [27 20]]","124"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","125","215943.49526937495","395.8423554621858","[[50 54] [27 20] [50 58] [46 62] [42 1] [50 35] [38 62] [55 11] [44 17]]","125"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","126","219900.44333837522","395.6948069000253","[[50 54] [50 58] [55 11] [27 20] [42 1] [46 62] [50 35] [44 17] [38 62]]","126"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","127","223855.9160349206","395.5472696545382","[[50 35] [44 17] [42 1] [50 54] [46 62] [50 58] [38 62] [55 11] [27 20]]","127"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","128","227809.91347212874","395.3997437208133","[[44 17] [27 20] [50 35] [50 58] [50 54] [46 62] [42 1] [38 62] [55 11]]","128"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","129","231762.43576306815","395.2522290939399","[[27 20] [50 58] [38 62] [50 35] [46 62] [42 1] [55 11] [44 17] [50 54]]","129"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","130","235713.48302075823","395.10472576900884","[[50 58] [50 35] [42 1] [44 17] [27 20] [38 62] [50 54] [46 62] [55 11]]","130"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","131","239663.05535816934","394.95723374111134","[[50 58] [46 62] [44 17] [55 11] [42 1] [27 20] [50 35] [38 62] [50 54]]","131"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","132","243611.15288822274","394.80975300533976","[[55 11] [44 17] [50 58] [46 62] [50 35] [27 20] [38 62] [50 54] [42 1]]","132"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","133","247557.7757237906","394.6622835567873","[[55 11] [44 17] [50 58] [42 1] [27 20] [50 35] [50 54] [38 62] [46 62]]","133"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","134","251502.92397769607","394.51482539054837","[[27 20] [50 35] [50 54] [50 58] [46 62] [42 1] [38 62] [55 11] [44 17]]","134"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","135","255446.59776271324","394.36737850171767","[[27 20] [46 62] [44 17] [42 1] [55 11] [50 58] [38 62] [50 54] [50 35]]","135"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","136","252212.08435823384","443.18175236693634","[[50 58] [50 54] [42 1] [48 62] [27 20] [44 17] [55 11] [46 62] [50 35] [38 62]]","136"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","137","256642.25884116185","443.01744829280096","[[44 17] [55 11] [27 20] [48 62] [42 1] [50 35] [50 58] [38 62] [50 54] [46 62]]","137"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","138","261070.790410159","442.85315689971736","[[44 17] [42 1] [27 20] [55 11] [50 54] [46 62] [50 35] [38 62] [50 58] [48 62]]","138"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","139","265497.6791919809","442.6888781821918","[[50 58] [27 20] [55 11] [50 54] [48 62] [42 1] [50 35] [44 17] [46 62] [38 62]]","139"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","140","269922.9253133282","442.5246121347313","[[42 1] [55 11] [38 62] [46 62] [50 35] [50 54] [27 20] [44 17] [48 62] [50 58]]","140"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","141","274346.52890084666","442.3603587518438","[[38 62] [50 35] [50 58] [50 54] [55 11] [27 20] [44 17] [42 1] [48 62] [46 62]]","141"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","142","278768.49008112703","442.19611802803877","[[27 20] [50 35] [48 62] [46 62] [50 54] [44 17] [38 62] [55 11] [50 58] [42 1]]","142"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","143","283188.8089807053","442.0318899578259","[[38 62] [50 58] [44 17] [27 20] [50 54] [55 11] [48 62] [46 62] [50 35] [42 1]]","143"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","144","287607.48572606244","441.8676745357166","[[42 1] [46 62] [48 62] [55 11] [38 62] [50 54] [50 58] [27 20] [44 17] [50 35]]","144"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","145","292024.5204436247","441.70347175622305","[[38 62] [46 62] [48 62] [50 54] [50 35] [55 11] [44 17] [42 1] [50 58] [27 20]]","145"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","146","296439.91325976327","441.5392816138583","[[42 1] [27 20] [50 35] [50 54] [46 62] [48 62] [55 11] [44 17] [38 62] [50 58]]","146"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","147","300853.66430079465","441.37510410313666","[[50 35] [27 20] [50 58] [38 62] [42 1] [55 11] [46 62] [48 62] [50 54] [44 17]]","147"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","148","305265.7736929804","441.2109392185733","[[42 1] [55 11] [50 35] [44 17] [46 62] [50 58] [27 20] [48 62] [50 54] [38 62]]","148"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","149","309676.24156252726","441.04678695468465","[[38 62] [42 1] [46 62] [50 58] [27 20] [48 62] [50 35] [44 17] [50 54] [55 11]]","149"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","150","314085.06803558714","440.88264730598786","[[55 11] [50 58] [48 62] [44 17] [50 35] [27 20] [46 62] [42 1] [38 62] [50 54]]","150"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","151","313613.40198825713","487.9459417821631","[[50 54] [38 62] [50 35] [44 17] [58 37] [55 11] [27 20] [48 62] [50 58] [46 62] [42 1]]","151"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","152","318491.0528969249","487.7650908667775","[[27 20] [42 1] [38 62] [50 58] [48 62] [50 35] [50 54] [46 62] [44 17] [55 11] [58 37]]","152"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","153","323366.89543600276","487.5842539077841","[[27 20] [50 35] [46 62] [42 1] [50 54] [48 62] [38 62] [44 17] [58 37] [50 58] [55 11]]","153"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","154","328240.929744994","487.40343089912096","[[48 62] [50 54] [50 58] [27 20] [38 62] [46 62] [50 35] [55 11] [44 17] [42 1] [58 37]]","154"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","155","333113.15596334124","487.2226218347273","[[55 11] [46 62] [42 1] [48 62] [38 62] [44 17] [50 58] [50 54] [27 20] [50 35] [58 37]]","155"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","156","337983.5742304267","487.0418267085431","[[44 17] [50 54] [27 20] [46 62] [58 37] [38 62] [55 11] [50 58] [42 1] [50 35] [48 62]]","156"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","157","342852.1846855718","486.8610455145099","[[58 37] [42 1] [44 17] [55 11] [46 62] [50 58] [48 62] [50 35] [38 62] [27 20] [50 54]]","157"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","158","347718.9874680375","486.68027824657014","[[55 11] [58 37] [48 62] [44 17] [50 54] [38 62] [50 35] [27 20] [42 1] [46 62] [50 58]]","158"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","159","352583.9827170242","486.49952489866735","[[38 62] [27 20] [42 1] [46 62] [55 11] [58 37] [48 62] [50 54] [50 35] [50 58] [44 17]]","159"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","160","357447.1705716717","486.31878546474667","[[42 1] [55 11] [48 62] [38 62] [50 54] [50 35] [58 37] [44 17] [46 62] [27 20] [50 58]]","160"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","161","362308.5511710592","486.1380599387537","[[55 11] [46 62] [58 37] [27 20] [44 17] [50 58] [50 54] [48 62] [38 62] [50 35] [42 1]]","161"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","162","367168.1246542056","485.9573483146357","[[50 35] [48 62] [50 58] [27 20] [55 11] [38 62] [44 17] [58 37] [50 54] [42 1] [46 62]]","162"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","163","372025.891160069","485.7766505863409","[[27 20] [38 62] [50 58] [58 37] [44 17] [50 54] [50 35] [42 1] [46 62] [48 62] [55 11]]","163"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","164","376881.85082754714","485.59596674781847","[[38 62] [50 35] [42 1] [48 62] [27 20] [50 58] [50 54] [55 11] [58 37] [44 17] [46 62]]","164"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","165","381736.0037954773","485.41529679301925","[[42 1] [38 62] [58 37] [46 62] [50 35] [50 54] [27 20] [48 62] [50 58] [44 17] [55 11]]","165"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","166","382834.5395359696","521.0295188091667","[[55 11] [44 17] [46 62] [27 20] [40 32] [38 62] [50 58] [50 35] [42 1] [50 54] [58 37] [48 62]]","166"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","167","388042.8857878067","520.8346251837116","[[42 1] [48 62] [27 20] [44 17] [40 32] [50 35] [58 37] [38 62] [50 58] [46 62] [55 11] [50 54]]","167"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","168","393249.2832520404","520.6397464233698","[[50 54] [44 17] [38 62] [42 1] [27 20] [58 37] [55 11] [46 62] [48 62] [50 35] [50 58] [40 32]]","168"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","169","398453.73207725666","520.444882521628","[[40 32] [55 11] [42 1] [44 17] [46 62] [50 54] [27 20] [50 58] [58 37] [48 62] [50 35] [38 62]]","169"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","170","403656.2324119764","520.2500334719742","[[42 1] [40 32] [44 17] [27 20] [38 62] [48 62] [46 62] [55 11] [50 35] [50 54] [50 58] [58 37]]","170"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","171","408856.78440465534","520.0551992678983","[[40 32] [50 54] [50 35] [38 62] [42 1] [50 58] [27 20] [58 37] [48 62] [55 11] [46 62] [44 17]]","171"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","172","414055.38820368424","519.8603799028907","[[44 17] [50 35] [48 62] [42 1] [50 58] [40 32] [27 20] [38 62] [55 11] [46 62] [50 54] [58 37]]","172"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","173","419252.04395738867","519.6655753704438","[[44 17] [50 35] [46 62] [50 58] [55 11] [48 62] [40 32] [58 37] [42 1] [38 62] [50 54] [27 20]]","173"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","174","424446.7518140292","519.4707856640509","[[50 58] [50 35] [48 62] [50 54] [40 32] [38 62] [46 62] [58 37] [42 1] [44 17] [55 11] [27 20]]","174"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","175","429639.51192180126","519.2760107772066","[[48 62] [42 1] [46 62] [27 20] [55 11] [50 35] [50 58] [44 17] [58 37] [50 54] [40 32] [38 62]]","175"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","176","434830.3244288353","519.0812507034072","[[50 54] [42 1] [55 11] [38 62] [48 62] [44 17] [40 32] [50 35] [58 37] [50 58] [27 20] [46 62]]","176"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","177","440019.1894831968","518.8865054361498","[[46 62] [38 62] [50 54] [27 20] [55 11] [58 37] [48 62] [50 58] [40 32] [42 1] [50 35] [44 17]]","177"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","178","445206.10723288613","518.6917749689329","[[46 62] [40 32] [42 1] [38 62] [50 58] [50 54] [27 20] [55 11] [50 35] [58 37] [48 62] [44 17]]","178"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","179","450391.0778258387","518.4970592952568","[[48 62] [50 58] [55 11] [38 62] [44 17] [46 62] [40 32] [42 1] [27 20] [58 37] [50 54] [50 35]]","179"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","180","455574.1014099249","518.3023584086224","[[46 62] [38 62] [40 32] [50 35] [50 58] [44 17] [55 11] [48 62] [42 1] [27 20] [50 54] [58 37]]","180"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","181","455672.4332796169","558.9400312490795","[[40 32] [50 58] [26 54] [55 11] [27 20] [46 62] [58 37] [48 62] [42 1] [50 54] [44 17] [38 62] [50 35]]","181"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","182","461259.707684145","558.7274404528134","[[26 54] [55 11] [58 37] [42 1] [38 62] [50 54] [40 32] [48 62] [50 35] [46 62] [27 20] [50 58] [44 17]]","182"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","183","466844.85633959237","558.5148655447349","[[58 37] [27 20] [46 62] [55 11] [44 17] [50 58] [50 35] [48 62] [42 1] [26 54] [40 32] [38 62] [50 54]]","183"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","184","472427.8794047704","558.3023065178003","[[42 1] [44 17] [50 35] [46 62] [50 54] [55 11] [27 20] [40 32] [48 62] [50 58] [58 37] [26 54] [38 62]]","184"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","185","478008.7770384201","558.0897633649672","[[50 35] [50 58] [27 20] [26 54] [44 17] [55 11] [42 1] [38 62] [46 62] [58 37] [48 62] [40 32] [50 54]]","185"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","186","483587.549399212","557.8772360791944","[[50 35] [27 20] [58 37] [50 54] [50 58] [26 54] [46 62] [48 62] [40 32] [38 62] [55 11] [44 17] [42 1]]","186"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","187","489164.1966457464","557.6647246534433","[[50 35] [48 62] [38 62] [50 58] [44 17] [55 11] [50 54] [58 37] [40 32] [27 20] [26 54] [42 1] [46 62]]","187"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","188","494738.71893655317","557.4522290806754","[[50 35] [46 62] [48 62] [42 1] [50 58] [50 54] [40 32] [27 20] [26 54] [38 62] [58 37] [55 11] [44 17]]","188"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","189","500311.11643009173","557.2397493538546","[[42 1] [58 37] [50 58] [55 11] [50 54] [48 62] [40 32] [46 62] [44 17] [27 20] [26 54] [38 62] [50 35]]","189"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","190","505881.3892847512","557.0272854659461","[[55 11] [42 1] [50 54] [46 62] [26 54] [50 58] [38 62] [48 62] [27 20] [44 17] [50 35] [58 37] [40 32]]","190"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","191","511449.5376588504","556.8148374099165","[[42 1] [50 35] [38 62] [46 62] [58 37] [26 54] [50 58] [27 20] [55 11] [44 17] [48 62] [50 54] [40 32]]","191"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","192","517015.5617106377","556.6024051787341","[[40 32] [46 62] [26 54] [50 54] [50 35] [58 37] [48 62] [38 62] [42 1] [27 20] [44 17] [50 58] [55 11]]","192"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","193","522579.4615982914","556.3899887653688","[[48 62] [44 17] [50 58] [50 54] [40 32] [58 37] [26 54] [55 11] [27 20] [42 1] [38 62] [50 35] [46 62]]","193"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","194","528141.2374799193","556.1775881627914","[[55 11] [46 62] [48 62] [50 35] [50 54] [26 54] [50 58] [42 1] [40 32] [44 17] [38 62] [27 20] [58 37]]","194"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","195","533700.889513559","555.965203363975","[[38 62] [58 37] [26 54] [27 20] [55 11] [40 32] [50 35] [44 17] [48 62] [50 58] [50 54] [46 62] [42 1]]","195"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","196","534169.5175905114","599.162127780889","[[50 54] [50 35] [26 54] [44 17] [55 11] [42 1] [50 58] [40 32] [58 37] [38 62] [27 20] [46 62] [48 62] [53 18]]","196"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","197","540158.8407017022","598.9323111190846","[[38 62] [50 35] [27 20] [58 37] [46 62] [55 11] [50 54] [40 32] [26 54] [44 17] [42 1] [48 62] [53 18] [50 58]]","197"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","198","546145.8658161969","598.7025114494722","[[58 37] [50 54] [46 62] [55 11] [50 58] [27 20] [40 32] [42 1] [48 62] [38 62] [44 17] [26 54] [53 18] [50 35]]","198"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","199","552130.5931038415","598.4727287644606","[[27 20] [44 17] [55 11] [42 1] [58 37] [26 54] [40 32] [50 35] [38 62] [50 58] [53 18] [50 54] [48 62] [46 62]]","199"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","200","558113.0227344062","598.2429630564603","[[50 54] [55 11] [26 54] [50 35] [27 20] [40 32] [53 18] [46 62] [42 1] [58 37] [50 58] [48 62] [44 17] [38 62]]","200"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","201","564093.154877585","598.0132143178839","[[27 20] [42 1] [50 54] [58 37] [55 11] [48 62] [38 62] [53 18] [40 32] [26 54] [46 62] [50 35] [50 58] [44 17]]","201"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","202","570070.9897029964","597.7834825411453","[[53 18] [26 54] [48 62] [50 58] [46 62] [55 11] [27 20] [50 54] [50 35] [58 37] [40 32] [42 1] [44 17] [38 62]]","202"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","203","576046.5273801831","597.5537677186599","[[50 54] [27 20] [26 54] [55 11] [53 18] [48 62] [40 32] [58 37] [46 62] [44 17] [50 58] [38 62] [42 1] [50 35]]","203"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","204","582019.7680786116","597.3240698428457","[[50 54] [44 17] [48 62] [42 1] [53 18] [26 54] [40 32] [55 11] [50 35] [58 37] [50 58] [27 20] [38 62] [46 62]]","204"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","205","587990.7119676728","597.094388906121","[[58 37] [42 1] [40 32] [27 20] [46 62] [26 54] [50 54] [53 18] [44 17] [50 58] [55 11] [38 62] [48 62] [50 35]]","205"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","206","593959.3592166819","596.8647249009073","[[26 54] [53 18] [55 11] [46 62] [48 62] [50 54] [44 17] [50 35] [50 58] [38 62] [58 37] [42 1] [27 20] [40 32]]","206"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","207","599925.7099948782","596.6350778196265","[[50 58] [46 62] [42 1] [38 62] [53 18] [50 54] [40 32] [27 20] [48 62] [50 35] [58 37] [55 11] [44 17] [26 54]]","207"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","208","605889.7644714252","596.4054476547033","[[26 54] [40 32] [50 54] [48 62] [42 1] [50 35] [44 17] [53 18] [27 20] [46 62] [38 62] [55 11] [50 58] [58 37]]","208"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","209","611851.5228154109","596.1758343985632","[[40 32] [44 17] [50 54] [46 62] [50 58] [26 54] [55 11] [53 18] [48 62] [50 35] [42 1] [38 62] [58 37] [27 20]]","209"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","210","617810.9851958472","595.9462380436341","[[50 58] [26 54] [27 20] [40 32] [53 18] [38 62] [42 1] [58 37] [50 54] [44 17] [55 11] [46 62] [48 62] [50 35]]","210"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","211","619085.1108216706","641.4130577575174","[[40 32] [48 62] [49 22] [58 37] [38 62] [53 18] [27 20] [55 11] [50 54] [44 17] [42 1] [50 35] [26 54] [46 62] [50 58]]","211"
"1","2","0.0088","false","26","80","0.48","15","false","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","212","625496.7695128861","641.1658691215396","[[42 1] [58 37] [44 17] [50 58] [26 54] [53 18] [46 62] [55 11] [50 54] [49 22] [40 32] [38 62] [50 35] [48 62] [27 20]]","212"
