"BehaviorSpace results (NetLogo 6.3.0)"
"farming_climate_change.nlogo"
"RCP-experiment-1"
"11/24/2024 16:04:08:734 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","64","0","64"
"[run number]","max-alt-cost-coeff","SLRrate","green-org","starting-temp","look-ahead-blue","dev-discount-red","time-btw-buy-blue","blue-org","run-time","profit-threshold-red","sell-bonus-red","dev-discount-blue","time-btw-buy-red","dev-discount-green","max-base-cost","time-btw-buy-green","look-ahead-green","profit-threshold-blue","profit-threshold-green","look-ahead-red","max-altitude","sell-bonus-blue","sell-bonus-green","red-org","min-base-cost","[step]","sum [money] of farm-orgs with [org-color = red]","sum [money] of farm-orgs with [org-color = blue]","sum [money] of farm-orgs with [org-color = green]","sum [farm-agri-output] of farms with [color = red]","sum [farm-agri-output] of farms with [color = blue]","sum [farm-agri-output] of farms with [color = green]"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","54","29407.279814555965","17035.613628997344","21155.262515636106","166.7133186881357","186.02479842301165","159.5763941827184"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","63","55980.08765656151","27566.285495748256","19748.405187589626","224.81724884154204","272.92305676472034","101.53066774694142"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","58","40412.27911739892","31378.61094242938","21668.56252763459","172.27460216455805","196.15485835149167","106.4417343649076"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","55","31073.935047687628","18895.378855984873","22750.55580264016","166.66552331316637","185.97652269875297","159.52932870040542"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","64","58227.93993710338","30295.181363663578","20763.476798279124","224.78522805418706","272.88958679153234","101.50716106894987"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","59","42134.35563486804","33339.467624897916","22732.353259847994","172.2076517469126","196.0856682468539","106.3790732213406"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","56","32740.112350226354","20754.66135200574","24345.3784574558","166.61773025387282","185.92824960208662","159.48226548156435"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","65","60475.47201881342","33023.74254313242","21778.31334618586","224.75320817100442","272.85611794688424","101.48365479067375"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","60","43855.76269669656","35299.63246287546","23795.517410096945","172.14070618285223","196.01648379775418","106.31641502489529"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","66","62722.6839107319","35751.96904543855","22792.914835306197","224.7211891918477","272.82265023061296","101.46014891203394"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","57","34405.811745321305","22613.461143327644","25939.73050271081","166.56993950949516","185.87997913219024","159.4352045255009"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","31","800.2721064711122","-13242.918571911247","-2231.587940186416","138.54574018367674","160.77777585544138","95.98645757873463"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","67","64969.57562189761","38479.8608818641","23807.28126963571","224.68917111657032","272.78918364255526","101.43664343295126"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","58","36071.03325611404","24471.778256210062","27533.611961026018","166.5221510792737","185.83171128824165","159.38814583152077"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","32","2185.7295083078798","-11635.140813356833","-1271.7233643990696","138.54574018367674","160.77777585544138","95.98645757873464"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","68","67216.14716134786","41207.41806368958","24821.412653169176","224.65715394502584","272.75571818254804","101.41313835334648"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","59","37735.77690573852","26329.61271690425","29127.022855015315","166.4743649624487","185.78344606941872","159.34108939892985"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","61","43725.69017806485","25112.906012893494","19831.339091170503","200.1062611437472","243.68516116554684","143.21183695195583"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","60","39400.04271732113","28186.964551653244","30719.963207285655","166.4265811582609","185.73518347489957","159.2940352270341"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","33","3571.1869101446473","-10027.36305480242","-311.8587886117234","138.54574018367674","160.77777585544138","95.98645757873464"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","62","45725.91325627598","27548.898111962026","21262.651918183306","200.0223078211127","243.59920990685305","143.1312827012804"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","69","69462.39853811853","43934.64060219386","25835.308989900583","224.62513767706764","272.7222538504281","101.38963367314051"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","70","71708.32976124402","46661.528508654184","26848.970283823124","224.5931223125494","272.6887906460324","101.36612939225421"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","63","47725.29685741516","29984.030768681972","22693.159242159767","199.93836011391818","243.51326567199484","143.05073239764624"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","61","35107.75071398063","17785.823786691864","30645.746707103717","231.78184183312356","229.88778908224452","173.10091999423705"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","34","4956.644311981415","-8419.585296248006","648.005787175623","138.54574018367674","160.77777585544138","95.98645757873463"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","71","73953.94083975727","49388.08179434616","27862.39653892921","224.5611078513245","272.65532856919765","101.3426255106085"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","35","6342.101713818182","-6811.807537693592","1607.8703629629692","138.54574018367674","160.77777585544138","95.98645757873464"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","64","49723.84103761055","32418.304053261956","24122.861102549723","199.85441801953965","243.4273284579985","142.97018603899545"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","62","37424.95236862382","20084.094223288026","32376.21154712875","231.72016546431811","229.827043659616","173.04648400250338"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","72","76199.23178268973","52114.30047054376","28875.58775921045","224.52909429324654","272.6218676197608","101.31912202812426"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","65","51721.54585296409","34851.71803588086","25551.757538782436","199.77048153535375","243.3413982618908","142.88964362327118"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","73","78444.20259907143","54840.18454851935","29888.543948657676","224.49708163816908","272.58840779755883","101.29561894472232"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","36","7727.55911565495","-5204.029779139179","2567.7349387503155","138.54574018367674","160.77777585544138","95.98645757873463"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","63","39741.53729240787","22381.757237994498","34106.13205179762","231.65849237840547","229.76630147064697","172.9920504668872"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","66","53718.41135955147","37284.27278668785","26979.848590266607","199.686550658738","243.25547508069866","142.80910514841725"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","37","9113.016517491717","-3596.252020584765","3527.599514537662","138.54574018367674","160.77777585544138","95.98645757873464"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","74","80688.8532979309","57565.73403954363","30901.265111260913","224.4650698859457","272.5549491024283","101.27211626032367"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","64","42057.50551815184","24678.81286313763","35835.508245663805","231.59682257439675","229.7055625143135","172.93761938661842"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","67","55714.437613422175","39715.968375802346","28407.13429639039","199.60262538707053","243.1695589114497","142.72857061237843"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","75","82933.1838882952","60290.948954885695","31913.751251009406","224.43305903642985","272.52149153420635","101.24861397484923"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","65","44372.85707866487","26975.26113103354","37564.34015327307","231.53515605130306","229.6448267895912","172.88319076092694"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","68","57709.62467059948","42146.80487331407","29833.614696521396","199.51870571773028","243.08364975117203","142.64804001310029"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","38","10498.473919328484","-1988.4742620303512","4487.464090325008","138.54574018367674","160.77777585544138","95.98645757873463"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","69","59703.97258708045","44576.78234928301","31259.289830006688","199.43479164809693","242.99774759689393","142.5675133485293"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","76","76989.82124585663","50755.39597247966","27584.15028855827","282.5287018982917","328.77074155387066","128.72439732519038"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","39","11883.931321165252","-380.69650347593733","5447.328666112355","138.54574018367674","160.77777585544138","95.98645757873464"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","66","46687.59200674623","29271.102073988106","39292.6277991635","231.4734928081357","229.58409429545642","172.82876458904278"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","70","61697.48141883595","47005.900873739454","32684.159736172816","199.3508831755508","242.91185244564446","142.48699061661267"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","77","79814.71893083636","54042.69950851006","28871.096341220615","282.48976849797276","328.7303536030401","128.69460526623453"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","67","49001.710335185286","31566.335724296958","41020.371207865464","231.41183284390604","229.52336503088532","172.77434087019628"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","71","63690.15122181068","49434.16051668399","34108.2244543258","199.2669802974731","242.82596429445297","142.40647181529854"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","40","13269.38872300202","1227.0812550784765","6407.193241899701","138.54574018367674","160.77777585544138","95.98645757873463"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","78","82639.22729325744","57329.59917862086","30157.744478341443","282.4508362421084","328.68996701108045","128.66481371208272"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","68","51315.21209676154","33860.9621142455","42747.57040390164","231.35017615762558","229.46263899485427","172.71991960361765"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","79","85463.34634456263","60616.0949963988","31444.09470496779","282.41190513051816","328.64958177779414","128.6350226626346"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","72","65681.98205192313","51861.56134808748","35531.48402375116","199.18308301124557","242.74008314034927","142.32595694253598"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","69","53628.0973242446","36154.9812761089","44474.22541178702","231.288522748306","229.40191618634003","172.66550078853743"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","41","14654.846124838787","2834.8590136328903","7367.057817687048","138.54574018367674","160.77777585544138","95.98645757873463"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","80","88287.07609619285","63902.18697542864","32730.14702614569","282.3729751630219","328.6091979029837","128.60523211778988"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","73","67672.97396506564","54288.10343789112","36953.93848371391","199.099191314251","242.6542089803638","142.24544599627475"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","70","55940.36605039419","38448.39324215209","46200.33625602888","231.2268726149591","229.34119660431918","172.61108442418623"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","42","16040.303526675554","4442.636772187304","8326.922393474393","138.54574018367674","160.77777585544138","95.98645757873463"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","74","69663.12701710437","56713.786856006394","38375.587873458564","199.01530520387246","242.5683418115272","142.16493897446554"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","43","17425.76092851232","6050.4145307417175","9286.786969261739","138.54574018367674","160.77777585544138","95.98645757873463"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","81","91110.41655958723","67187.87512929316","34015.90144692017","282.33404633943917","328.5688153864518","128.57544207744832"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","71","58252.018307960156","40741.198044629775","47925.90296112683","231.16522575659673","229.28048024776874","172.55667050979469"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","75","71652.44126387931","59138.611672315106","39796.43223220916","198.93142467749416","242.4824816308708","142.08443587505982"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","72","60563.05412968247","43033.395715786435","49650.925551572764","231.1035821722309","229.21976711566572","172.5022590445937"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","82","93933.36774618312","70473.15947157316","35301.35797233527","282.2951186595898","328.52843422800095","128.5456525415097"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","44","18811.21833034909","7658.192289296131","10246.651545049084","138.54574018367674","160.77777585544138","95.98645757873463"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","73","62873.47354829121","45324.98628785631","51375.40405185091","231.04194186087378","229.15905720698746","172.4478500278142"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","83","96755.92966741606","73758.0400158475","36586.516607434","282.2561921232934","328.4880544274337","128.51586350987367"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","45","20196.675732185857","9265.970047850544","11206.51612083643","138.54574018367674","160.77777585544138","95.98645757873463"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","76","71058.24108120432","48762.77462333603","34906.67234916927","238.1694704564282","294.88239320431455","174.14296591293743"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","84","99578.10233471976","77042.51677569302","37871.3773572584","282.21726673036983","328.4476759845528","128.48607498244007"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","74","65183.276596506585","47615.96979306342","53099.33848643778","230.98030482153757","229.09835052071128","172.39344345868724"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","77","73438.91670595932","51710.55257707041","36647.120579540344","238.06756247549936","294.7777953734378","174.04482303710736"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","85","102399.88575952615","80326.58976468463","39155.94022684949","282.1783424806387","328.4072988991606","128.4562869591087"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","75","67492.46330703894","49906.34626362157","54822.72887980222","230.9186710532347","229.03764705581492","172.33903933644416"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","86","105221.27995326534","83610.25899639522","40440.205221247284","282.1394193739198","328.36692317105985","128.42649943977932"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","78","75818.57331740085","54657.284637343175","38386.58742904792","237.96566114415324","294.6732060272765","173.94668495075763"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","87","108042.28492736568","86893.52448439575","41724.172345490806","282.100497410033","328.32654880005305","128.39671242435185"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","79","78197.21098199325","57602.97088896529","40125.07294556177","237.86376645924082","294.56862516221184","173.8485516513853"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","76","61170.767045922046","39554.62823173433","52103.41083973872","286.31072196439476","288.6362474393881","198.47718877531855"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","88","110862.90069325366","90176.38624225518","43007.841604618065","282.0615765887979","328.2861757859429","128.36692591272597"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","80","80574.8297661694","60547.611416711545","41862.57717692665","237.76187841761399","294.46405277462566","173.7504231364881"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","77","64033.12962208638","42440.24863722926","54087.53481467234","286.23625761643336","288.56204054949336","198.41239749336245"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","89","113683.127262354","93458.8442835405","44291.21300366608","282.02265691003447","328.2458041285319","128.33713990480175"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","81","82951.42973633065","63491.20630532055","43599.1001709623","237.6599970161256","294.3594888609004","173.652299403565"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","78","66894.74759553437","45325.12701475513","56071.01090477054","286.16179734479834","288.4878377525872","198.3476090098201"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","90","116502.96464608962","96740.89862181673","45574.28654767087","281.98373837356235","328.20543382762264","128.3073544004789"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","79","69755.62100701715","48209.26340522926","58053.83913800846","286.08734114827837","288.4136390474132","198.28282332379183"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","82","85327.01095884695","66433.75563949475","45334.64197546346","237.55812225162916","294.2549334174189","173.55418045011598"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","46","16812.66540068929","-178.8541935950434","4681.36836329044","195.11876176015687","218.02715820248068","149.99241207153716"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","80","72615.74989727377","51092.65784955641","60036.01954235224","286.01288902566216","288.33944443271486","198.218040434378"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","83","87701.57350005675","69375.2595039004","47069.20263819988","237.45625412097948","294.15038644056466","173.456066273642"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","91","113016.0911025483","82415.3365206469","40416.21390833411","335.8888854786268","378.4225437199815","172.61578160031894"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","81","75475.13430703116","53975.31038862877","62017.55214575903","285.9384409757386","288.26525390723606","198.15326034067922"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","47","18763.853018290858","2001.4173884297634","6181.292484005811","195.11876176015687","218.0271582024807","149.99241207153716"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","84","90075.11742626707","72315.71798316762","48802.78220691633","237.35439262103213","294.04584792672205","173.35795687164506"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","92","116374.52076853003","86199.10028185639","42142.00814608367","335.84296659817386","378.376376120949","172.57942377495624"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","82","78333.77427700412","56857.22106332598","63998.43697617699","285.8639969972968","288.19106746972074","198.08848304179628"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","93","119732.49125932033","89982.40238274395","43867.43881235687","335.7970490790306","378.3302100887563","172.54306662731992"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","83","81191.66984789538","59738.389914515115","65978.67406154529","285.78955708912576","288.11688511891305","198.02370853683007"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","85","92447.64280375351","75255.13116189037","50535.38072933261","237.25253774864353","293.9413178722756","173.2598522416283"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","48","20715.040635892427","4181.68897045457","7681.216604721183","195.11876176015687","218.02715820248068","149.99241207153716"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","84","84048.82106039552","62618.81698305069","67958.26342979411","285.715121250015","288.0427068535573","197.95893682488173"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","94","123090.00258853016","93765.24283897574","45592.505913929665","335.7511329209823","378.28404562317854","172.50671015727957"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","49","22666.228253493995","6361.960552479377","9181.140725436555","195.11876176015687","218.02715820248068","149.99241207153716"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","86","94819.14969876021","78193.49912462648","52266.99825314357","237.15068950067126","293.83679627361084","173.16175238109585"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","85","86905.22795518306","65498.50230977467","69937.20510884463","285.64068947875376","287.968532672398","197.89416790505248"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","95","126447.0547697683","97547.62166621564","47317.20945757671","335.70521812381435","378.23788272399025","172.47035436470452"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","50","24617.415871095563","8542.232134504184","10681.064846151927","195.11876176015687","218.02715820248068","149.99241207153716"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","87","97189.63817749995","81130.82195589761","53997.63482601909","237.04884787397356","293.7322831271134","173.06365728755284"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","86","89760.89057292437","68377.44593551646","71915.49912660907","285.56626177413165","287.8943625741798","197.82940177644383"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","88","99559.10830615404","84067.09974018931","55727.290495604146","236.94701286540985","293.6277784291701","172.9655669585054"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","96","129803.64781664143","101329.5388801253","49041.549450071354","335.65930468731193","378.1917213909664","172.43399924946425"
"1","2","0","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","51","26568.603488697132","10722.50371652899","12180.988966867299","195.11876176015687","218.0271582024807","149.99241207153716"
"3","2","0.0062","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","87","92615.80895427376","71255.64790109293","73893.14551099064","285.49183813493835","287.8201965576474","197.7646384381572"
"4","2","0.0088","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","89","101927.56015087245","87002.33256195099","57455.96530951875","236.8451844718403","293.52328217616787","172.86748139146084"
"2","2","0.0033","true","26","80","0.48","15","true","300","0","1","0","15","0","10000","15","20","0","0","30","25","1","1","true","5000","97","133159.78174275404","105110.99449636412","50765.52589818564","335.61339261126034","378.1455616238817","172.39764481142822"
