loss,val_loss,learning_rate
0.8301823735237122,0.6116124987602234,9.999999974752427e-07
0.5623534917831421,0.5387163162231445,9.999999974752427e-07
0.545190691947937,0.534587562084198,9.999999974752427e-07
0.5418022871017456,0.532253086566925,9.999999974752427e-07
0.5397099852561951,0.5307264924049377,9.999999974752427e-07
0.5375028252601624,0.5286315083503723,9.999999974752427e-07
0.5360870957374573,0.5271074771881104,9.999999974752427e-07
0.5348981618881226,0.5261422991752625,9.999999974752427e-07
0.5335572361946106,0.5256173014640808,9.999999974752427e-07
0.5328692197799683,0.5242275595664978,9.999999974752427e-07
0.5319802761077881,0.523711085319519,9.999999974752427e-07
0.5314046144485474,0.5229575634002686,9.999999974752427e-07
0.5307056903839111,0.522742748260498,9.999999974752427e-07
0.5303699970245361,0.522363543510437,9.999999974752427e-07
0.5296957492828369,0.5218274593353271,9.999999974752427e-07
0.5293546319007874,0.521861732006073,9.999999974752427e-07
0.5289730429649353,0.5213779211044312,9.999999974752427e-07
0.5284328460693359,0.5213878154754639,9.999999974752427e-07
0.5283266305923462,0.521284282207489,9.999999974752427e-07
0.5280637145042419,0.5210679769515991,9.999999974752427e-07
0.5275146961212158,0.5207013487815857,9.999999974752427e-07
0.5273656249046326,0.5208026766777039,9.999999974752427e-07
0.5273585319519043,0.5203940868377686,9.999999974752427e-07
0.5271490216255188,0.5200878381729126,9.999999974752427e-07
0.5266013145446777,0.5200628638267517,9.999999974752427e-07
0.5264682173728943,0.5200229287147522,9.999999974752427e-07
0.5264049768447876,0.5198253393173218,9.999999974752427e-07
0.5261467099189758,0.5198525786399841,9.999999974752427e-07
0.5259838104248047,0.5198860764503479,9.999999974752427e-07
0.5256655812263489,0.5196115374565125,9.999999974752427e-07
0.5255042910575867,0.5192490220069885,9.999999974752427e-07
0.5252581238746643,0.5189265012741089,9.999999974752427e-07
0.5250946879386902,0.5189082622528076,9.999999974752427e-07
0.5251378417015076,0.5187899470329285,9.999999974752427e-07
0.5248663425445557,0.5188243985176086,9.999999974752427e-07
0.5245355367660522,0.5185912847518921,9.999999974752427e-07
0.524470329284668,0.5186001062393188,9.999999974752427e-07
0.5245777368545532,0.5182534456253052,9.999999974752427e-07
0.5242998600006104,0.517988920211792,9.999999974752427e-07
0.524018406867981,0.5185556411743164,9.999999974752427e-07
0.5239582657814026,0.5184658765792847,9.999999974752427e-07
0.5237180590629578,0.5177605152130127,9.999999974752427e-07
0.5236684083938599,0.5179668664932251,9.999999974752427e-07
0.523385763168335,0.5177383422851562,9.999999974752427e-07
0.523292601108551,0.5177250504493713,9.999999974752427e-07
0.5229390263557434,0.5174912214279175,4.999999987376214e-07
0.5229727625846863,0.5173073410987854,4.999999987376214e-07
0.5229200124740601,0.5173648595809937,4.999999987376214e-07
0.5229341387748718,0.5171453356742859,4.999999987376214e-07
0.5227601528167725,0.5171315670013428,4.999999987376214e-07
0.5228491425514221,0.5171910524368286,4.999999987376214e-07
0.5227117538452148,0.5173289179801941,4.999999987376214e-07
0.5226454138755798,0.5170674920082092,2.499999993688107e-07
0.5226185917854309,0.5170314311981201,2.499999993688107e-07
0.5225620269775391,0.5169785618782043,2.499999993688107e-07
0.5226129293441772,0.5170362591743469,2.499999993688107e-07
0.5225967168807983,0.5170896053314209,2.499999993688107e-07
0.5224376916885376,0.5170177221298218,1.2499999968440534e-07
0.5224118828773499,0.516981840133667,1.2499999968440534e-07
0.5222569704055786,0.516948938369751,1.2499999968440534e-07
0.5222941637039185,0.516950786113739,6.249999984220267e-08
0.5224093794822693,0.5169348120689392,6.249999984220267e-08
0.5221629738807678,0.5169482827186584,6.249999984220267e-08
0.5224495530128479,0.5169410109519958,3.1249999921101335e-08
0.522435188293457,0.5169382095336914,3.1249999921101335e-08
0.522372841835022,0.5169373154640198,3.1249999921101335e-08
0.5221379399299622,0.5169416666030884,1.5624999960550667e-08
0.5222472548484802,0.5169375538825989,1.5624999960550667e-08
0.5221640467643738,0.5169384479522705,1.5624999960550667e-08
0.5226868987083435,0.5169394612312317,7.812499980275334e-09
0.5223171710968018,0.5169416069984436,7.812499980275334e-09
0.5223270654678345,0.516946017742157,7.812499980275334e-09
0.522261917591095,0.5169482827186584,3.906249990137667e-09
0.5223044753074646,0.5169509649276733,3.906249990137667e-09
0.5222727060317993,0.5169543623924255,3.906249990137667e-09
0.522179126739502,0.5169548392295837,1.9531249950688334e-09
0.5222821235656738,0.516956090927124,1.9531249950688334e-09
0.5222221612930298,0.5169568657875061,1.9531249950688334e-09
